Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,AgentType,BasePolicy,Fraud_Found
Oct,2,Sunday,Honda,Rural,Monday,Oct,2,Male,Married,44,Third Party,Sedan - All Perils,Sedan,3391,12,400,2,No,No,External,All Perils,0
Oct,2,Tuesday,Chevrolet,Rural,Monday,Oct,3,Male,Married,33,Policy Holder,Utility - All Perils,Utility,3392,2,400,3,No,No,External,All Perils,0
Oct,3,Saturday,Mazda,Urban,Thursday,Nov,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,3393,12,400,3,No,No,External,Liability,0
Jan,3,Thursday,Mazda,Urban,Wednesday,Jan,4,Male,Married,35,Third Party,Sedan - Collision,Sedan,3394,6,400,3,No,No,External,Collision,0
Jan,3,Friday,Mazda,Urban,Tuesday,Jan,4,Female,Single,27,Third Party,Sedan - All Perils,Sedan,3395,6,400,2,No,No,External,All Perils,0
Jan,4,Wednesday,Mazda,Urban,Wednesday,Jan,4,Male,Single,55,Policy Holder,Sedan - Liability,Sport,3396,15,400,2,No,No,External,Liability,0
Jan,5,Monday,Mazda,Urban,Monday,Jan,5,Male,Married,34,Policy Holder,Sedan - Liability,Sport,3397,8,400,4,No,No,External,Liability,0
Feb,1,Wednesday,Pontiac,Rural,Wednesday,Feb,1,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,3398,15,400,1,No,No,External,Collision,0
Apr,3,Thursday,Pontiac,Urban,Wednesday,Apr,4,Female,Single,62,Policy Holder,Sedan - Liability,Sport,3399,11,400,1,No,No,External,Liability,0
Jun,1,Saturday,Mazda,Urban,Monday,Jun,1,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,3400,9,400,4,No,No,External,Collision,0
Jun,1,Monday,Pontiac,Urban,Tuesday,Jun,1,Female,Married,36,Third Party,Sedan - Collision,Sedan,3401,9,400,4,No,No,External,Collision,0
Jun,2,Wednesday,Honda,Urban,Friday,Jun,2,Male,Married,65,Policy Holder,Sedan - Liability,Sport,3402,4,400,1,No,No,External,Liability,0
Aug,1,Tuesday,Toyota,Urban,Tuesday,Aug,1,Male,Married,47,Policy Holder,Sedan - Liability,Sport,3403,14,400,2,No,No,External,Liability,0
Oct,1,Wednesday,Accura,Urban,Tuesday,Oct,3,Male,Married,27,Policy Holder,Utility - All Perils,Utility,3404,2,400,4,No,No,External,All Perils,0
Oct,2,Saturday,Pontiac,Urban,Friday,Oct,2,Female,Single,25,Policy Holder,Sedan - Collision,Sedan,3405,5,400,4,No,No,External,Collision,0
Oct,2,Wednesday,Chevrolet,Urban,Wednesday,Oct,3,Male,Married,36,Third Party,Utility - All Perils,Utility,3406,11,400,3,No,No,External,All Perils,0
May,1,Friday,Pontiac,Urban,Friday,May,1,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,3407,5,400,1,No,No,External,Collision,1
May,1,Friday,Toyota,Urban,Thursday,Jun,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,3408,11,400,1,No,No,External,Collision,1
Dec,4,Friday,Ford,Rural,Wednesday,Dec,4,Male,Married,36,Third Party,Utility - All Perils,Utility,3409,5,400,3,No,No,External,All Perils,0
Dec,1,Monday,Chevrolet,Urban,Monday,Dec,3,Male,Single,35,Policy Holder,Sedan - Liability,Sport,3410,9,400,2,No,No,External,Liability,0
Oct,3,Wednesday,Toyota,Urban,Monday,Nov,1,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,3411,10,700,4,No,No,External,All Perils,0
Oct,2,Friday,Nisson,Urban,Thursday,Oct,3,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,3412,10,400,2,No,No,External,Collision,0
Aug,5,Thursday,Nisson,Rural,Tuesday,Nov,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,3413,1,400,2,No,No,External,Liability,0
Aug,3,Tuesday,Toyota,Urban,Thursday,Aug,3,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,3414,4,400,1,No,No,External,All Perils,0
Aug,1,Tuesday,Pontiac,Urban,Friday,Aug,2,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,3415,1,400,2,No,No,External,All Perils,0
Jun,2,Tuesday,Honda,Urban,Tuesday,Jun,3,Male,Married,37,Policy Holder,Sedan - Liability,Sport,3416,3,400,4,No,No,External,Liability,0
Jun,1,Monday,Chevrolet,Urban,Thursday,Oct,4,Male,Married,29,Policy Holder,Sedan - Liability,Sport,3417,12,400,1,No,No,External,Liability,0
Jun,1,Sunday,Mazda,Urban,Tuesday,Jun,2,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,3418,11,400,4,No,No,External,All Perils,0
May,3,Sunday,Chevrolet,Rural,Tuesday,May,4,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,3419,12,400,4,No,No,External,All Perils,0
May,3,Monday,Honda,Rural,Monday,May,3,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,3420,11,400,3,No,No,External,All Perils,0
May,1,Tuesday,Honda,Urban,Tuesday,May,1,Male,Married,53,Policy Holder,Sedan - Liability,Sport,3421,2,400,2,No,No,External,Liability,0
May,1,Friday,Pontiac,Urban,Monday,May,3,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,3422,2,400,2,No,No,External,All Perils,1
May,1,Friday,Honda,Urban,Wednesday,May,2,Male,Divorced,30,Policy Holder,Sedan - All Perils,Sedan,3423,14,400,1,No,No,External,All Perils,1
Feb,1,Saturday,Mazda,Urban,Friday,Feb,2,Female,Married,62,Policy Holder,Sedan - Liability,Sport,3424,7,400,1,No,No,External,Liability,0
Feb,1,Wednesday,Chevrolet,Urban,Monday,Feb,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,3425,14,400,3,No,No,External,Liability,0
Feb,1,Wednesday,Pontiac,Urban,Thursday,Feb,1,Female,Married,69,Third Party,Sedan - All Perils,Sedan,3426,3,400,1,No,No,External,All Perils,0
Feb,1,Thursday,Toyota,Urban,Monday,Feb,1,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,3427,12,400,1,No,No,External,Collision,0
Jan,5,Tuesday,Mazda,Urban,Friday,Feb,1,Female,Single,28,Policy Holder,Sedan - Liability,Sport,3428,5,400,3,No,No,External,Liability,0
Jan,5,Monday,Pontiac,Urban,Wednesday,Feb,1,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,3429,7,400,1,No,No,External,Collision,0
Jan,4,Friday,Honda,Urban,Monday,Feb,1,Male,Single,39,Third Party,Sedan - Liability,Sport,3430,3,400,4,No,No,External,Liability,0
Jan,4,Friday,Saturn,Urban,Tuesday,Jan,5,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,3431,1,400,4,No,No,External,All Perils,0
Jan,5,Saturday,Pontiac,Urban,Friday,Jun,3,Female,Married,63,Third Party,Sedan - Liability,Sport,3432,6,400,3,No,No,External,Liability,0
Jan,4,Tuesday,Chevrolet,Urban,Friday,Feb,1,Male,Married,45,Policy Holder,Utility - All Perils,Utility,3433,3,400,2,No,No,External,All Perils,0
May,2,Saturday,Pontiac,Urban,Friday,May,3,Male,Married,38,Third Party,Sedan - Collision,Sedan,3434,13,400,3,No,No,External,Collision,0
Jan,4,Monday,Toyota,Rural,Wednesday,Feb,1,Male,Married,60,Policy Holder,Sedan - Liability,Sport,3435,13,400,2,No,No,External,Liability,0
Jan,4,Sunday,Pontiac,Urban,Monday,Jan,4,Male,Single,55,Policy Holder,Sedan - Liability,Sport,3436,9,400,3,No,No,External,Liability,0
Jan,4,Monday,Accura,Urban,Tuesday,Feb,2,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,3437,12,400,3,No,No,External,All Perils,0
Jan,3,Friday,Toyota,Urban,Tuesday,Jan,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,3438,9,400,1,No,No,External,All Perils,0
Jan,3,Thursday,Honda,Urban,Thursday,Jan,3,Male,Married,41,Policy Holder,Sedan - Liability,Sport,3439,4,400,2,No,No,External,Liability,0
Jan,4,Saturday,Pontiac,Urban,Monday,Jan,4,Female,Single,22,Third Party,Sedan - Collision,Sedan,3440,1,400,1,Yes,Yes,External,Collision,0
Jan,3,Friday,Honda,Urban,Wednesday,Jan,4,Female,Single,24,Policy Holder,Sedan - All Perils,Sedan,3441,5,400,1,No,No,External,All Perils,0
Dec,5,Wednesday,Mazda,Urban,Thursday,Dec,5,Male,Married,28,Third Party,Sport - Collision,Sport,3442,7,400,2,No,No,External,Collision,0
Dec,5,Thursday,Toyota,Urban,Monday,Jan,1,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,3443,7,400,4,No,No,External,Collision,0
May,2,Saturday,Mazda,Urban,Monday,May,2,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,3444,13,400,3,No,No,External,Collision,1
Dec,2,Thursday,Accura,Urban,Wednesday,Dec,3,Male,Single,32,Third Party,Sedan - Collision,Sedan,3445,10,400,3,No,No,External,Collision,0
Oct,2,Monday,Honda,Urban,Friday,Oct,3,Male,Single,21,Third Party,Sedan - All Perils,Sedan,3446,7,400,4,No,No,External,All Perils,0
Oct,2,Friday,Pontiac,Urban,Friday,Oct,2,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,3447,7,400,1,No,No,External,Collision,0
Sep,3,Wednesday,Pontiac,Urban,Wednesday,Oct,1,Male,Single,43,Policy Holder,Sedan - All Perils,Sedan,3448,11,400,2,No,No,External,All Perils,0
Sep,2,Friday,Chevrolet,Urban,Monday,Sep,3,Male,Single,24,Policy Holder,Sedan - Collision,Sedan,3449,14,400,1,No,No,External,Collision,0
Aug,1,Tuesday,Pontiac,Urban,Thursday,Feb,1,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,3450,11,400,2,No,No,External,All Perils,0
Aug,1,Wednesday,Mazda,Urban,Friday,Aug,2,Male,Married,37,Policy Holder,Utility - All Perils,Utility,3451,12,400,3,No,No,External,All Perils,0
Jun,4,Friday,Toyota,Urban,Thursday,Jul,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,3452,11,400,1,No,No,External,All Perils,0
May,4,Saturday,Honda,Urban,Monday,May,4,Male,Married,31,Third Party,Sport - Collision,Sport,3453,8,400,2,No,No,External,Collision,0
May,4,Saturday,Chevrolet,Urban,Wednesday,Jun,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,3454,10,400,4,No,No,External,Collision,0
Feb,1,Wednesday,Pontiac,Urban,Friday,Feb,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,3455,6,400,4,No,No,External,Liability,0
Feb,1,Thursday,Toyota,Urban,Thursday,Feb,1,Male,Single,32,Policy Holder,Sedan - Liability,Sport,3456,2,400,3,No,No,External,Liability,0
May,2,Sunday,Mazda,Rural,Tuesday,May,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,3457,4,400,1,No,No,External,Collision,1
Jan,3,Thursday,Dodge,Urban,Friday,Jan,4,Male,Married,49,Policy Holder,Sedan - Liability,Sport,3458,16,400,2,No,No,External,Liability,0
Jan,3,Thursday,Toyota,Urban,Friday,Jan,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,3459,1,400,3,No,No,External,Collision,0
Jan,4,Monday,Honda,Urban,Tuesday,Jan,4,Male,Married,46,Policy Holder,Sedan - Liability,Sport,3460,4,400,4,No,No,External,Liability,0
May,2,Sunday,Mazda,Urban,Monday,May,2,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,3461,10,400,1,No,No,External,Collision,1
Jan,4,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married,51,Policy Holder,Sedan - Liability,Sport,3462,16,400,3,No,No,External,Liability,0
May,2,Sunday,Mazda,Urban,Friday,May,2,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,3463,9,400,4,No,No,External,All Perils,1
Feb,2,Sunday,Toyota,Urban,Monday,Feb,2,Male,Single,36,Policy Holder,Sedan - Liability,Sport,3464,11,400,4,No,No,External,Liability,0
Feb,2,Saturday,Pontiac,Rural,Tuesday,Feb,3,Male,Married,58,Third Party,Sedan - Collision,Sedan,3465,15,400,3,No,No,External,Collision,0
Feb,4,Saturday,Mazda,Urban,Thursday,Mar,1,Male,Single,31,Policy Holder,Sedan - Liability,Sport,3466,3,400,2,No,No,External,Liability,0
Feb,3,Monday,Toyota,Rural,Tuesday,Feb,4,Male,Married,71,Third Party,Sedan - All Perils,Sedan,3467,12,400,3,No,No,External,All Perils,0
Nov,1,Wednesday,Mazda,Urban,Thursday,Nov,1,Female,Married,37,Policy Holder,Sedan - Liability,Sport,3468,4,400,4,No,No,External,Liability,0
Sep,1,Friday,Honda,Urban,Thursday,Sep,2,Female,Married,35,Policy Holder,Sedan - Collision,Sedan,3469,3,500,3,No,No,External,Collision,0
Mar,4,Monday,Honda,Urban,Monday,Mar,4,Male,Single,37,Policy Holder,Sedan - Collision,Sedan,3470,14,400,1,No,No,External,Collision,0
Mar,3,Monday,Pontiac,Urban,Wednesday,Mar,4,Female,Single,40,Policy Holder,Sedan - Liability,Sport,3471,1,400,3,No,No,External,Liability,0
Feb,3,Monday,Toyota,Rural,Friday,Feb,3,Male,Married,80,Policy Holder,Sedan - All Perils,Sedan,3472,10,400,3,No,No,External,All Perils,0
Feb,3,Monday,Pontiac,Urban,Monday,Feb,3,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,3473,15,700,3,No,No,External,All Perils,0
Jun,1,Wednesday,Accura,Urban,Monday,Jun,1,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,3474,14,400,2,No,No,External,Collision,0
Mar,1,Friday,Chevrolet,Urban,Friday,Mar,3,Male,Single,27,Policy Holder,Utility - All Perils,Utility,3475,13,400,2,No,No,External,All Perils,0
Apr,2,Friday,Pontiac,Urban,Wednesday,Apr,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,3476,13,400,2,No,No,External,Collision,0
May,2,Sunday,Ford,Urban,Tuesday,May,3,Male,Married,52,Third Party,Sedan - Collision,Sedan,3477,3,400,2,No,No,External,Collision,0
Apr,3,Friday,Honda,Urban,Monday,Apr,3,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,3478,16,400,4,No,No,External,All Perils,0
Apr,2,Sunday,Honda,Urban,Tuesday,Apr,2,Male,Single,28,Third Party,Sedan - Collision,Sedan,3479,9,400,3,No,No,External,Collision,0
Jun,2,Thursday,Honda,Urban,Monday,Jun,3,Male,Single,54,Policy Holder,Sedan - All Perils,Sedan,3480,13,400,3,No,No,External,All Perils,0
May,5,Saturday,Pontiac,Urban,Monday,Jun,3,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,3481,9,400,4,No,No,External,Collision,0
Aug,4,Saturday,Mazda,Urban,Friday,Sep,1,Male,Married,49,Third Party,Sedan - All Perils,Sedan,3482,13,400,1,No,No,External,All Perils,0
May,2,Monday,Pontiac,Urban,Friday,May,2,Male,Married,34,Third Party,Sedan - All Perils,Sedan,3483,1,400,2,No,No,External,All Perils,0
Sep,4,Friday,Chevrolet,Urban,Monday,Jan,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,3484,15,400,3,No,No,External,Collision,0
Nov,3,Sunday,Mazda,Urban,Monday,Nov,5,Male,Married,30,Policy Holder,Sedan - Liability,Sport,3485,14,400,3,No,No,External,Liability,0
Dec,4,Saturday,Pontiac,Urban,Wednesday,Jun,5,Male,Married,38,Policy Holder,Sedan - Liability,Sport,3486,2,400,3,No,No,External,Liability,0
Dec,4,Saturday,Chevrolet,Urban,Monday,Jan,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,3487,11,400,3,No,No,External,All Perils,0
Dec,4,Thursday,Mazda,Urban,Sunday,Jan,1,Male,Married,64,Third Party,Sedan - Collision,Sedan,3488,10,400,1,No,No,External,Collision,0
Feb,2,Friday,Chevrolet,Urban,Friday,Feb,2,Male,Single,20,Policy Holder,Sedan - Collision,Sedan,3489,7,400,2,No,No,External,Collision,0
Jun,4,Monday,Toyota,Urban,Monday,Jun,4,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,3490,7,400,1,No,No,External,Collision,0
Jul,4,Saturday,Pontiac,Urban,Thursday,Aug,5,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,3491,10,400,3,No,No,External,Collision,0
Jul,3,Friday,Pontiac,Urban,Thursday,Aug,1,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,3492,4,400,4,No,No,External,Collision,0
May,2,Monday,Honda,Urban,Monday,May,3,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,3493,16,400,3,No,No,External,All Perils,1
Jun,2,Friday,Honda,Urban,Friday,Jun,2,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,3494,16,400,4,Yes,No,External,All Perils,0
Mar,3,Tuesday,Mazda,Rural,Friday,Mar,3,Male,Married,34,Policy Holder,Sedan - Liability,Sport,3495,7,400,1,No,No,External,Liability,0
Feb,4,Sunday,Toyota,Urban,Wednesday,Mar,1,Male,Married,49,Third Party,Sedan - Collision,Sedan,3496,2,400,3,No,No,External,Collision,0
May,2,Thursday,Toyota,Urban,Thursday,Jun,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,3497,12,400,2,No,No,External,Collision,0
May,1,Wednesday,Mazda,Urban,Monday,May,2,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,3498,10,400,4,No,No,External,Collision,0
Jun,1,Friday,Mazda,Urban,Tuesday,Jun,2,Male,Married,50,Third Party,Utility - All Perils,Utility,3499,13,400,3,No,No,External,All Perils,0
Jul,4,Saturday,Ford,Urban,Thursday,Jun,3,Male,Married,60,Third Party,Sedan - All Perils,Sedan,3500,16,400,2,No,No,External,All Perils,0
Jul,1,Saturday,Toyota,Urban,Tuesday,Jul,3,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,3501,2,400,1,No,No,External,Collision,0
May,2,Monday,Accura,Rural,Wednesday,May,2,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,3502,2,400,4,No,No,External,All Perils,1
Jun,4,Monday,Pontiac,Urban,Friday,Jul,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,3503,16,400,1,No,No,External,All Perils,0
Oct,1,Tuesday,Toyota,Urban,Wednesday,Oct,1,Female,Married,54,Policy Holder,Sedan - Collision,Sedan,3504,3,400,1,No,No,External,Collision,0
Oct,1,Sunday,Pontiac,Urban,Monday,Oct,1,Male,Married,60,Third Party,Sedan - All Perils,Sedan,3505,3,400,4,No,No,External,All Perils,0
Oct,3,Tuesday,Chevrolet,Urban,Thursday,Oct,3,Female,Single,38,Policy Holder,Sedan - Collision,Sedan,3506,4,400,4,No,No,External,Collision,0
Oct,3,Friday,Mazda,Urban,Monday,Oct,3,Female,Married,28,Policy Holder,Sedan - Collision,Sedan,3507,13,400,4,No,No,External,Collision,0
Mar,4,Wednesday,Saab,Rural,Monday,Apr,1,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,3508,8,400,3,No,No,External,Collision,0
Apr,1,Wednesday,Toyota,Urban,Wednesday,Apr,1,Female,Single,25,Policy Holder,Sedan - Collision,Sedan,3509,5,400,3,No,No,External,Collision,0
Jun,3,Saturday,Toyota,Rural,Tuesday,Jun,4,Male,Married,50,Third Party,Sedan - All Perils,Sedan,3510,1,400,3,Yes,No,External,All Perils,0
Jun,3,Friday,Chevrolet,Urban,Tuesday,Jun,3,Male,Single,29,Policy Holder,Sedan - Liability,Sport,3511,4,400,3,No,No,External,Liability,0
Aug,2,Monday,Pontiac,Rural,Tuesday,Aug,2,Male,Married,34,Third Party,Sedan - All Perils,Sedan,3512,16,400,1,No,No,External,All Perils,0
Sep,5,Friday,Honda,Urban,Tuesday,Oct,4,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,3513,6,400,3,No,No,External,All Perils,0
Dec,2,Thursday,Pontiac,Rural,Tuesday,Dec,2,Male,Married,51,Third Party,Sedan - Collision,Sedan,3514,10,400,2,No,No,External,Collision,0
Dec,2,Monday,Chevrolet,Urban,Monday,Dec,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,3515,14,400,3,No,No,External,Liability,0
Sep,3,Friday,Toyota,Urban,Monday,Sep,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,3516,3,400,3,No,No,External,Collision,0
Jun,4,Thursday,Toyota,Urban,Thursday,Jun,4,Male,Single,33,Policy Holder,Sedan - Liability,Sport,3517,13,400,1,No,No,External,Liability,0
May,4,Sunday,Toyota,Urban,Monday,May,4,Male,Married,73,Policy Holder,Sedan - Liability,Sport,3518,14,400,3,No,No,External,Liability,0
May,4,Monday,Chevrolet,Urban,Monday,May,4,Male,Single,28,Policy Holder,Sedan - Liability,Sport,3519,5,400,3,No,No,External,Liability,0
May,3,Friday,Mazda,Urban,Wednesday,May,4,Male,Married,33,Third Party,Sport - Collision,Sport,3520,11,500,4,No,No,External,Collision,1
Mar,4,Saturday,Pontiac,Urban,Monday,Mar,4,Male,Married,42,Third Party,Sedan - All Perils,Sedan,3521,7,400,2,No,No,External,All Perils,0
Mar,1,Friday,Accura,Urban,Friday,Mar,1,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,3522,4,400,2,No,No,External,All Perils,0
Feb,4,Wednesday,VW,Urban,Wednesday,Mar,2,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,3523,15,400,4,No,No,External,All Perils,0
Feb,2,Wednesday,Toyota,Urban,Thursday,Feb,2,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,3524,3,400,1,No,No,External,Collision,0
May,2,Monday,Honda,Urban,Tuesday,Jun,3,Male,Married,48,Third Party,Sport - Collision,Sport,3525,3,400,2,No,No,External,Collision,0
Feb,2,Wednesday,Accura,Urban,Monday,Feb,4,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,3526,4,400,4,No,No,External,All Perils,0
Feb,2,Tuesday,Pontiac,Urban,Tuesday,Feb,2,Male,Married,39,Third Party,Sedan - Liability,Sport,3527,1,400,3,No,No,Internal,Liability,0
Jan,3,Monday,Pontiac,Urban,Monday,Jan,3,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,3528,3,400,3,No,No,External,Collision,0
Jan,3,Tuesday,Honda,Rural,Tuesday,Jan,3,Female,Single,41,Policy Holder,Sedan - Collision,Sedan,3529,6,400,1,No,No,External,Collision,0
Jan,3,Wednesday,Ford,Urban,Wednesday,Jan,3,Female,Married,60,Policy Holder,Sedan - Liability,Sport,3530,12,400,2,No,No,External,Liability,0
Jan,3,Monday,Honda,Urban,Monday,Jan,3,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,3531,7,400,3,No,No,External,All Perils,0
Jan,3,Sunday,Accura,Urban,Monday,Jan,5,Male,Single,45,Policy Holder,Utility - All Perils,Utility,3532,4,400,3,No,No,External,All Perils,0
Jan,2,Thursday,Pontiac,Urban,Friday,Jan,3,Male,Married,32,Policy Holder,Sedan - Liability,Sport,3533,9,400,4,No,No,External,Liability,0
May,2,Tuesday,Toyota,Urban,Tuesday,May,5,Male,Married,58,Third Party,Sedan - Collision,Sedan,3534,7,400,3,No,No,External,Collision,0
Dec,3,Saturday,Toyota,Urban,Tuesday,Dec,3,Male,Married,58,Policy Holder,Sedan - Liability,Sport,3535,6,700,1,No,No,External,Liability,0
Dec,3,Sunday,Honda,Urban,Monday,Jan,1,Male,Single,24,Third Party,Sedan - All Perils,Sedan,3536,1,400,2,No,No,External,All Perils,0
Sep,4,Wednesday,Pontiac,Urban,Tuesday,Oct,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,3537,11,400,1,No,No,External,Collision,0
Sep,2,Wednesday,VW,Urban,Wednesday,Sep,2,Male,Married,53,Policy Holder,Sedan - Liability,Sport,3538,15,400,1,No,No,External,Liability,0
Jul,5,Saturday,Pontiac,Urban,Monday,Aug,4,Female,Single,18,Policy Holder,Sedan - All Perils,Sedan,3539,1,400,2,No,No,External,All Perils,0
Jun,2,Monday,Honda,Urban,Tuesday,Jun,3,Male,Married,61,Third Party,Sedan - Collision,Sedan,3540,8,400,2,No,Yes,External,Collision,0
Jun,1,Saturday,Pontiac,Urban,Monday,Jul,1,Male,Married,26,Policy Holder,Utility - All Perils,Utility,3541,4,400,1,No,No,External,All Perils,0
May,3,Thursday,Accura,Urban,Tuesday,Jul,1,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,3542,13,400,4,No,No,External,All Perils,0
Apr,3,Wednesday,Honda,Urban,Wednesday,Apr,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,3543,4,400,1,No,No,External,All Perils,0
Feb,4,Saturday,Honda,Urban,Wednesday,Mar,1,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,3544,3,400,3,No,No,External,All Perils,0
Feb,4,Friday,Honda,Urban,Friday,Feb,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,3545,16,400,2,No,No,External,Liability,0
May,2,Saturday,Pontiac,Rural,Tuesday,May,2,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,3546,10,400,4,No,No,External,Collision,0
Apr,1,Sunday,Accura,Urban,Thursday,Apr,3,Male,Single,40,Third Party,Sedan - Collision,Sedan,3547,14,400,3,No,No,External,Collision,0
Jul,1,Monday,Honda,Urban,Monday,Jul,1,Male,Married,40,Policy Holder,Sedan - Liability,Sport,3548,2,400,1,No,No,External,Liability,0
May,2,Monday,Chevrolet,Urban,Wednesday,May,2,Female,Married,65,Policy Holder,Sedan - Liability,Sport,3549,8,400,1,No,No,External,Liability,0
May,2,Tuesday,Pontiac,Urban,Friday,Jun,3,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,3550,16,400,1,No,No,External,All Perils,1
